city,SLRating,jobId,id,CORating,nextJobTwo,CaVRating,numJobs,title,company,WLBRating,CaBRating,nextJobOne,state
Chicago,3.4,282695,99,3.7,,3.8,7,Operations Management Supervisor,Microsoft,3.7,4.0,,IL
Chicago,3.4,57927,100,3.7,medical receptionist,3.8,7,Medical Biller,Microsoft,3.7,4.0,receptionist,IL
Chicago,3.4,161241,101,3.7,,3.8,7,Cloud Solutions Architect,Microsoft,3.7,4.0,,IL
Chicago,3.4,46162,102,3.7,cashier,3.8,7,Data Entry,Microsoft,3.7,4.0,internship,IL
Chicago,3.4,56297,103,3.7,,3.8,7,Receptionist,Microsoft,3.7,4.0,,IL
Chicago,3.4,30488,104,3.7,,3.8,6,Solutions Architect,Microsoft,3.7,4.0,,IL
Chicago,3.4,62022,105,3.7,office manager,3.8,6,Billing Analyst,Microsoft,3.7,4.0,assistant manager,IL
Chicago,3.4,61011,106,3.7,software engineer,3.8,6,Database Administrator,Microsoft,3.7,4.0,database developer,IL
Chicago,3.4,26561,107,3.7,,3.8,6,Systems Engineer,Microsoft,3.7,4.0,senior software engineer,IL
Chicago,3.4,46043,108,3.7,administrative assistant,3.8,6,Customer Service,Microsoft,3.7,4.0,sales associate,IL
Chicago,3.4,23437,109,3.7,senior accountant,3.8,6,Accountant,Microsoft,3.7,4.0,financial analyst,IL
Chicago,3.4,23488,110,3.7,accounts payable specialist,3.8,6,Accounting Clerk,Microsoft,3.7,4.0,office manager,IL
Chicago,3.4,659956,111,3.7,,3.8,5,Software Engineer - Campus Direct,Microsoft,3.7,4.0,,IL
Chicago,3.4,58243,112,3.7,,3.8,5,Technical Operations Engineer,Microsoft,3.7,4.0,,IL
Chicago,3.4,63037,113,3.7,,3.8,5,Business Intelligence Developer,Microsoft,3.7,4.0,,IL
Chicago,3.4,13842,114,3.7,,3.8,5,Microsoft Systems Engineer,Microsoft,3.7,4.0,,IL
Chicago,3.4,198413,115,3.7,,3.8,5,Maintenance Technician I,Microsoft,3.7,4.0,,IL
Chicago,3.4,39418,116,3.7,graphic,3.8,5,Graphic Designer,Microsoft,3.7,4.0,freelance designer,IL
Chicago,3.4,952338,117,3.7,,3.8,5,Public Safety Officer I,Microsoft,3.7,4.0,,IL
Chicago,3.4,5361,118,3.7,senior staff accountant,3.8,5,Staff Accountant,Microsoft,3.7,4.0,financial analyst,IL
Chicago,3.4,52431,119,3.7,manager,3.8,5,Network Administrator,Microsoft,3.7,4.0,project manager,IL
Chicago,3.4,53030,120,3.7,unit secretary,3.8,5,Transcriptionist,Microsoft,3.7,4.0,customer service representative,IL
Chicago,3.4,137121,121,3.7,,3.8,5,Securities Operations Service Specialist,Microsoft,3.7,4.0,,IL
Chicago,3.4,279393,122,3.7,,3.8,5,Warehouse Operations Associate,Microsoft,3.7,4.0,,IL
Chicago,3.4,927070,123,3.7,,3.8,5,First Aid &amp; Safety Sales Representative,Microsoft,3.7,4.0,,IL
Chicago,3.4,526102,124,3.7,,3.8,5,Software Developer(.NET),Microsoft,3.7,4.0,,IL
Atlanta,3.4,26561,125,3.7,,3.8,22,Systems Engineer,Microsoft,3.7,4.0,senior software engineer,GA
Atlanta,3.4,8558,126,3.7,,3.8,21,.NET Developer,Microsoft,3.7,4.0,,GA
Atlanta,3.4,60210,127,3.7,account manager,3.8,11,Customer Service Representative,Microsoft,3.7,4.0,supervisor,GA
Atlanta,3.4,933859,128,3.7,,3.8,9,Account Coordinator (Collections),Microsoft,3.7,4.0,,GA
Atlanta,3.4,46094,129,3.7,consultant,3.8,7,Data Analyst,Microsoft,3.7,4.0,software engineer,GA
Atlanta,3.4,24002,130,3.7,developer,3.8,6,Architect,Microsoft,3.7,4.0,senior java j2ee developer,GA
Atlanta,3.4,908217,131,3.7,,3.8,6,Microsoft Expert,Microsoft,3.7,4.0,,GA
Atlanta,3.4,4279,132,3.7,,3.8,6,Software Engineer,Microsoft,3.7,4.0,,GA
Atlanta,3.4,58559,133,3.7,instructional designer,3.8,6,Technical Writer,Microsoft,3.7,4.0,technical writer contracted,GA
Atlanta,3.4,41824,134,3.7,,3.8,5,Premier Field Engineer,Microsoft,3.7,4.0,,GA
Atlanta,3.4,59699,135,3.7,account manager,3.8,5,Customer Care Specialist,Microsoft,3.7,4.0,supervisor,GA
Atlanta,3.4,14620,136,3.7,medical secretary,3.8,5,Medical Transcriptionist,Microsoft,3.7,4.0,customer service representative,GA
Atlanta,3.4,407411,137,3.7,,3.8,4,Microsoft Dynamics CRM Developer,Microsoft,3.7,4.0,,GA
Atlanta,3.4,23935,138,3.7,contractor,3.8,4,Application Programmer,Microsoft,3.7,4.0,computer programmer,GA
Atlanta,3.4,15349,139,3.7,accounts payable specialist,3.8,4,Accounts Payable Clerk,Microsoft,3.7,4.0,office manager,GA
Atlanta,3.4,43960,140,3.7,controller,3.8,4,Financial Analyst,Microsoft,3.7,4.0,project manager,GA
Atlanta,3.4,158251,141,3.7,,3.8,4,Account Technology Strategist,Microsoft,3.7,4.0,,GA
Atlanta,3.4,31639,142,3.7,,3.8,4,Estimator,Microsoft,3.7,4.0,senior project manager,GA
Atlanta,3.4,206361,143,3.7,,3.8,4,Marketing Account Representative,Microsoft,3.7,4.0,,GA
Atlanta,3.4,235705,144,3.7,,3.8,4,Customer Operations Support Representative,Microsoft,3.7,4.0,,GA
Atlanta,3.4,51116,145,3.7,,3.8,4,Commercial Banker,Microsoft,3.7,4.0,,GA
Atlanta,3.4,37587,146,3.7,,3.8,4,Proposal Analyst,Microsoft,3.7,4.0,project manager,GA
Atlanta,3.4,64814,147,3.7,contractor,3.8,4,Systems Administrator,Microsoft,3.7,4.0,it consultant,GA
Atlanta,3.4,412497,148,3.7,sql ssis,3.8,4,SQL Server BI Developer,Microsoft,3.7,4.0,sql server dba,GA
Atlanta,3.4,8562,149,3.7,,3.8,4,.NET Web Developer,Microsoft,3.7,4.0,,GA
Atlanta,3.4,1479249,150,3.7,,3.8,4,Licensed Sales Specialist,Microsoft,3.7,4.0,,GA
Atlanta,3.4,6817,151,3.7,,3.8,4,College Student Non Tech Intern,Microsoft,3.7,4.0,,GA
Atlanta,3.4,194856,152,3.7,,3.8,4,Kitchen Sales Representative,Microsoft,3.7,4.0,,GA
Atlanta,3.4,159770,153,3.7,,3.8,4,Credit Resolution Representative,Microsoft,3.7,4.0,,GA
Atlanta,3.4,28220,154,3.7,executive assistant,3.8,3,Sales Coordinator,Microsoft,3.7,4.0,sales representative,GA
Atlanta,3.4,14089,155,3.7,manager,3.8,3,MOrtgage Loan Originator,Microsoft,3.7,4.0,controller,GA
Atlanta,3.4,14135,156,3.7,treasury manager,3.8,3,Treasury Analyst,Microsoft,3.7,4.0,manager,GA
Los Angeles,3.4,15954,157,3.7,executive assistant,3.8,53,Administrative Assistant,Microsoft,3.7,4.0,executive administrative assistant,CA
Los Angeles,3.4,56297,158,3.7,,3.8,18,Receptionist,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,51699,159,3.7,,3.8,15,Consumer Product Advisor,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,6331,160,3.7,intern,3.8,14,Client Specialist,Microsoft,3.7,4.0,assistant manager,CA
Los Angeles,3.4,5361,161,3.7,senior staff accountant,3.8,13,Staff Accountant,Microsoft,3.7,4.0,financial analyst,CA
Los Angeles,3.4,30488,162,3.7,,3.8,10,Solutions Architect,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,64814,163,3.7,contractor,3.8,10,Systems Administrator,Microsoft,3.7,4.0,it consultant,CA
Los Angeles,3.4,60210,164,3.7,account manager,3.8,10,Customer Service Representative,Microsoft,3.7,4.0,supervisor,CA
Los Angeles,3.4,6274,165,3.7,administrative assistant,3.8,9,Client Service Associate,Microsoft,3.7,4.0,sales assistant,CA
Los Angeles,3.4,57891,166,3.7,account executive,3.8,9,Client Representative,Microsoft,3.7,4.0,executive assistant,CA
Los Angeles,3.4,26561,167,3.7,,3.8,8,Systems Engineer,Microsoft,3.7,4.0,senior software engineer,CA
Los Angeles,3.4,561855,168,3.7,,3.8,8,Analyst (SAP Financial Systems and Business Intellig,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,53030,169,3.7,unit secretary,3.8,8,Transcriptionist,Microsoft,3.7,4.0,customer service representative,CA
Los Angeles,3.4,161241,170,3.7,,3.8,8,Cloud Solutions Architect,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,8558,171,3.7,,3.8,7,.NET Developer,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,196496,172,3.7,,3.8,7,Consumer Services Advisor,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,49930,173,3.7,graduate research assistant,3.8,7,Research Assistant,Microsoft,3.7,4.0,graduate assistant,CA
Los Angeles,3.4,620463,174,3.7,,3.8,6,Medical Call Center Agent,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,6817,175,3.7,,3.8,6,College Student Non Tech Intern,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,62731,176,3.7,software engineer,3.8,6,Business Analyst,Microsoft,3.7,4.0,business systems analyst,CA
Los Angeles,3.4,9800,177,3.7,intern,3.8,6,Intake Coordinator,Microsoft,3.7,4.0,administrative assistant,CA
Los Angeles,3.4,145989,178,3.7,,3.8,6,Part-time Receptionist,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,23488,179,3.7,accounts payable specialist,3.8,6,Accounting Clerk,Microsoft,3.7,4.0,office manager,CA
Los Angeles,3.4,10950,180,3.7,migration technician,3.8,5,IT Support Technician,Microsoft,3.7,4.0,field technician,CA
Los Angeles,3.4,4279,181,3.7,,3.8,5,Software Engineer,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,30270,182,3.7,,3.8,5,Software Developer,Microsoft,3.7,4.0,senior software engineer,CA
Los Angeles,3.4,245408,183,3.7,,3.8,5,SharePoint Designer,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,305563,184,3.7,,3.8,5,Retail Customer Service,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,678581,185,3.7,,3.8,5,College Student Intern,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,57089,186,3.7,manager,3.8,5,Claims Examiner,Microsoft,3.7,4.0,claims manager,CA
Los Angeles,3.4,50838,187,3.7,,3.8,5,Sales Associate,Microsoft,3.7,4.0,manager,CA
Los Angeles,3.4,927070,188,3.7,,3.8,5,First Aid &amp; Safety Sales Representative,Microsoft,3.7,4.0,,CA
Los Angeles,3.4,62818,189,3.7,litigation secretary,3.8,5,Legal Secretary,Microsoft,3.7,4.0,executive legal secretary,CA
Los Angeles,3.4,6769,190,3.7,collections specialist,3.8,5,Collections Representative,Microsoft,3.7,4.0,sales associate,CA
Los Angeles,3.4,11853,191,3.7,executive secretary,3.8,5,Administrative Specialist,Microsoft,3.7,4.0,office manager,CA
Los Angeles,3.4,23437,192,3.7,senior accountant,3.8,5,Accountant,Microsoft,3.7,4.0,financial analyst,CA
Los Angeles,3.4,11716,193,3.7,net developer,3.8,5,Sharepoint Developer,Microsoft,3.7,4.0,software developer,CA
Los Angeles,3.4,52481,194,3.7,,3.8,4,Network Engineer,Microsoft,3.7,4.0,it manager,CA
San Francisco,3.4,15954,195,3.7,executive assistant,3.8,14,Administrative Assistant,Microsoft,3.7,4.0,executive administrative assistant,CA
San Francisco,3.4,6274,196,3.7,administrative assistant,3.8,13,Client Service Associate,Microsoft,3.7,4.0,sales assistant,CA
San Francisco,3.4,56297,197,3.7,,3.8,12,Receptionist,Microsoft,3.7,4.0,,CA
San Francisco,3.4,15349,198,3.7,accounts payable specialist,3.8,10,Accounts Payable Clerk,Microsoft,3.7,4.0,office manager,CA
San Francisco,3.4,15369,199,3.7,sales associate,3.8,8,Accounts Receivable Clerk,Microsoft,3.7,4.0,accounting clerk,CA
San Francisco,3.4,60210,200,3.7,account manager,3.8,6,Customer Service Representative,Microsoft,3.7,4.0,supervisor,CA
San Francisco,3.4,158251,201,3.7,,3.8,6,Account Technology Strategist,Microsoft,3.7,4.0,,CA
San Francisco,3.4,28424,202,3.7,executive administrative assistant,3.8,6,Sales Development Representative,Microsoft,3.7,4.0,inside sales representative,CA
San Francisco,3.4,4279,203,3.7,,3.8,6,Software Engineer,Microsoft,3.7,4.0,,CA
San Francisco,3.4,53030,204,3.7,unit secretary,3.8,6,Transcriptionist,Microsoft,3.7,4.0,customer service representative,CA
San Francisco,3.4,23437,205,3.7,senior accountant,3.8,6,Accountant,Microsoft,3.7,4.0,financial analyst,CA
San Francisco,3.4,115990,206,3.7,brand ambassador,3.8,6,Warehouse Operations Supervisor,Microsoft,3.7,4.0,purchasing agent,CA
San Francisco,3.4,2954898,207,3.7,,3.8,6,IT Service Desk Support,Microsoft,3.7,4.0,,CA
San Francisco,3.4,3017,208,3.7,design intern,3.8,6,Associate Designer,Microsoft,3.7,4.0,freelance designer,CA
San Francisco,3.4,55558,209,3.7,executive assistant,3.8,5,Project Coordinator,Microsoft,3.7,4.0,executive administrative assistant,CA
San Francisco,3.4,908217,210,3.7,,3.8,5,Microsoft Expert,Microsoft,3.7,4.0,,CA
San Francisco,3.4,161241,211,3.7,,3.8,5,Cloud Solutions Architect,Microsoft,3.7,4.0,,CA
San Francisco,3.4,13314,212,3.7,marketing associate,3.8,5,Marketing Intern,Microsoft,3.7,4.0,volunteer,CA
San Francisco,3.4,8558,213,3.7,,3.8,5,.NET Developer,Microsoft,3.7,4.0,,CA
San Francisco,3.4,29695,214,3.7,mortgage processor,3.8,4,Insurance Account Representative,Microsoft,3.7,4.0,payroll specialist,CA
San Francisco,3.4,568135,215,3.7,,3.8,4,Microsoft SQL Server Database Administrator,Microsoft,3.7,4.0,,CA
San Francisco,3.4,34168,216,3.7,manager,3.8,4,Human Resources Generalist,Microsoft,3.7,4.0,human resources manager,CA
San Francisco,3.4,62429,217,3.7,manager,3.8,4,Business Development Officer,Microsoft,3.7,4.0,controller,CA
San Francisco,3.4,640585,218,3.7,,3.8,4,Contract Recruiter/Sourcer,Microsoft,3.7,4.0,,CA
San Francisco,3.4,196496,219,3.7,,3.8,4,Consumer Services Advisor,Microsoft,3.7,4.0,,CA
San Francisco,3.4,139245,220,3.7,administrative assistant,3.8,4,Customer Service Liaison,Microsoft,3.7,4.0,human resource coordinator,CA
San Francisco,3.4,61618,221,3.7,,3.8,4,Product Marketing Associate,Microsoft,3.7,4.0,,CA
San Francisco,3.4,1261649,222,3.7,,3.8,4,Temporary Designer,Microsoft,3.7,4.0,,CA
San Francisco,3.4,577572,223,3.7,,3.8,3,Azure Worldwide Technology Solution Professional,Microsoft,3.7,4.0,,CA
San Francisco,3.4,407404,224,3.7,,3.8,3,Microsoft Architect,Microsoft,3.7,4.0,,CA
Dallas,3.4,5361,225,3.7,senior staff accountant,3.8,24,Staff Accountant,Microsoft,3.7,4.0,financial analyst,TX
Dallas,3.4,36663,226,3.7,,3.8,22,Electrical Engineer Intern,Microsoft,3.7,4.0,,TX
Dallas,3.4,20850,227,3.7,head teller,3.8,15,Teller,Microsoft,3.7,4.0,office assistant,TX
Dallas,3.4,26561,228,3.7,,3.8,13,Systems Engineer,Microsoft,3.7,4.0,senior software engineer,TX
Dallas,3.4,4520,229,3.7,project manager,3.8,12,Software Engineer Intern,Microsoft,3.7,4.0,programmer intern,TX
Dallas,3.4,8558,230,3.7,,3.8,12,.NET Developer,Microsoft,3.7,4.0,,TX
Dallas,3.4,15954,231,3.7,executive assistant,3.8,10,Administrative Assistant,Microsoft,3.7,4.0,executive administrative assistant,TX
Dallas,3.4,41824,232,3.7,,3.8,9,Premier Field Engineer,Microsoft,3.7,4.0,,TX
Dallas,3.4,43960,233,3.7,controller,3.8,9,Financial Analyst,Microsoft,3.7,4.0,project manager,TX
Dallas,3.4,53030,234,3.7,unit secretary,3.8,9,Transcriptionist,Microsoft,3.7,4.0,customer service representative,TX
Dallas,3.4,6817,235,3.7,,3.8,9,College Student Non Tech Intern,Microsoft,3.7,4.0,,TX
Dallas,3.4,515961,236,3.7,,3.8,8,College Student Tech Intern,Microsoft,3.7,4.0,,TX
Dallas,3.4,15871,237,3.7,intern,3.8,8,Admin Assistant,Microsoft,3.7,4.0,clerical assistant,TX
Dallas,3.4,23992,238,3.7,database systems programmer,3.8,7,Applications Developer,Microsoft,3.7,4.0,senior systems analyst,TX
Dallas,3.4,102117,239,3.7,,3.8,7,Entry Level Financial Analyst,Microsoft,3.7,4.0,,TX
Dallas,3.4,55558,240,3.7,executive assistant,3.8,7,Project Coordinator,Microsoft,3.7,4.0,executive administrative assistant,TX
